# Label each row: real (worth fixing here), noise (not actionable in this repo), dup (same issue as another row — name its fingerprint in notes)
fingerprint	source	package	advisory	severity	title	label	notes
94297d94fcb2c226	npm-audit	lodash	GHSA-FVQR-27WR-82FM	moderate	Prototype Pollution in lodash		
94f5f3a29c6070e6	npm-audit	getobject	GHSA-957J-59C2-J692	critical	Prototype pollution in getobject		
9553408d1eb9025f	osv-scanner	cookie	CVE-2024-47764	low	cookie accepts cookie name, path, and domain with out of bounds characters		
959b71b0d6aadcdb	npm-audit	npm-user-validate	GHSA-PW54-MH39-W3HC	high	Regular expression denial of service in npm-user-validate		
978a330fa028aa0a	npm-audit	npm	GHSA-X8QC-RRCW-4R46	high	npm symlink reference outside of node_modules		
97cf2335dabef958	npm-audit	i	GHSA-X55W-VJJP-222R	high	inflect vulnerable to Inefficient Regular Expression Complexity		
97df593af0ffefa7	npm-audit	websocket-driver	GHSA-XV26-6W52-CPH6	critical	websocket-driver: Message corruption via abuse of protocol length headers		
9866f037a941a10e	osv-scanner	tmp	CVE-2025-54798	low	tmp allows arbitrary temporary file / directory write via symbolic link `dir` parameter		
989dd402d11b0b6d	osv-scanner	yargs-parser	CVE-2020-7608	moderate	yargs-parser Vulnerable to Prototype Pollution		
9a8447e53c3d0fa3	npm-audit	minimist	GHSA-VH95-RMGR-6W4M	moderate	Prototype Pollution in minimist		
9a8447e53c3d0fa3	npm-audit	minimist	GHSA-VH95-RMGR-6W4M	moderate	Prototype Pollution in minimist		
9cba8a6a9a26e012	npm-audit	cookie	GHSA-PXG6-PF52-XH8X	low	cookie accepts cookie name, path, and domain with out of bounds characters		
9d9b6ee1de48e6bf	osv-scanner	i	CVE-2021-3820	high	inflect vulnerable to Inefficient Regular Expression Complexity		
a1f0e4f0a13fd14d	npm-audit	ini	GHSA-QQGX-2P2H-9C37	high	ini before 1.3.6 vulnerable to Prototype Pollution via ini.parse		
a3f9b3f733d61657	npm-audit	fstream	GHSA-XF7W-R453-M56C	high	Arbitrary File Overwrite in fstream		
a464ff97b35a3ba5	npm-audit	tar	GHSA-9R2W-394V-53QC	high	Arbitrary File Creation/Overwrite via insufficient symlink protection due to directory cache poisoning using symbolic links		
a48701782a107741	npm-audit	set-value	GHSA-4JQC-8M5R-9RPR	high	Prototype Pollution in set-value		
a4d3002ddc0dd661	osv-scanner	tar	CVE-2018-20834	high	Arbitrary File Overwrite in tar		
a4d8be883f08635c	npm-audit	es5-ext	GHSA-4GMJ-3P3H-GM8H	low	es5-ext vulnerable to Regular Expression Denial of Service in `function#copy` and `function#toStringTokens`		
a4f07c39de0e89f1	npm-audit	body-parser	GHSA-V422-HMWV-36X6	low	body-parser vulnerable to denial of service when invalid limit value silently disables size enforcement		
a52e13e5c5b4ba0d	npm-audit	kind-of	GHSA-6C8F-QPHG-QJGP	high	Validation Bypass in kind-of		
a7be60cd187e677e	osv-scanner	tar	CVE-2024-28863	moderate	Denial of service while parsing a tar file due to lack of folders count validation		
a959f1a04e03d721	npm-audit	bl	GHSA-PP7H-53GX-MX7R	moderate	Remote Memory Exposure in bl		
a96c1c65312fe954	npm-audit	hawk	GHSA-44PW-H2CW-W3VQ	high	Uncontrolled Resource Consumption in Hawk		
ab0df10ab3e09977	osv-scanner	handlebars	CVE-2026-33939	high	Handlebars.js has Denial of Service via Malformed Decorator Syntax in Template Compilation		
ab19d094e4ad0b01	osv-scanner	getobject	CVE-2020-28282	critical	Prototype pollution in getobject		
ab7b40b889eef0e0	npm-audit	serve-static	GHSA-CM22-4G7W-348P	low	serve-static vulnerable to template injection that can lead to XSS		
ac33a79bdb60ef17	npm-audit	websocket-driver	GHSA-MP7J-QC5W-4988	moderate	websocket-driver: Resource limit bypass via message compression		
ac5a481100c338ec	osv-scanner	tar	CVE-2026-59874	high	node-tar: Negative tar entry size causes infinite loop in archive replace		
ac6fa4045b92a4b8	npm-audit	debug	GHSA-9VVW-CC9W-F27H	high	debug Inefficient Regular Expression Complexity vulnerability		
ad296933bcec29b8	npm-audit	shelljs	GHSA-4RQ4-32RV-6WP6	high	Improper Privilege Management in shelljs		
adacfe879aed0eec	osv-scanner	xml2js	CVE-2023-0842	moderate	xml2js is vulnerable to prototype pollution		
adb0ef493952cdb7	osv-scanner	grunt	CVE-2020-7729	high	Arbitrary Code Execution in grunt		
af4e1834fe7c741f	npm-audit	diff	GHSA-H6CH-V84P-W6P9	high	Regular Expression Denial of Service (ReDoS)		
af4e1834fe7c741f	osv-scanner	diff	GHSA-H6CH-V84P-W6P9	high	Regular Expression Denial of Service (ReDoS)		
af50634aedf44e7b	osv-scanner	qs	CVE-2014-10064	high	Denial-of-Service Extended Event Loop Blocking in qs		
af90dbe7be37029a	osv-scanner	tar	CVE-2026-24842	high	node-tar Vulnerable to Arbitrary File Creation/Overwrite via Hardlink Path Traversal		
b0559ae0aa3312a1	osv-scanner	express	CVE-2024-43796	low	express vulnerable to XSS via response.redirect()		
b0b3b254cd931b16	osv-scanner	body-parser	CVE-2026-12590	low	body-parser vulnerable to denial of service when invalid limit value silently disables size enforcement		
b131b64674be5fc9	npm-audit	brace-expansion	GHSA-V6H2-P8H4-QCJW	low	brace-expansion Regular Expression Denial of Service vulnerability		
b16b2679ec34f386	npm-audit	npm-user-validate	GHSA-XGH6-85XH-479P	low	Regular Expression Denial of Service in npm-user-validate		
b24dc4ec87e08544	npm-audit	tar	GHSA-GVWX-54WH-QM9J	moderate	node-tar: Uncaught Exception DoS via NUL byte in PAX path/linkpath records		
b2a95636ef90a957	osv-scanner	brace-expansion	CVE-2025-5889	low	brace-expansion Regular Expression Denial of Service vulnerability		
b31d3bd7282d47cc	npm-audit	minimatch	GHSA-F8Q6-P94X-37V3	high	minimatch ReDoS vulnerability		
b3910fa373ebb88a	osv-scanner	brace-expansion	CVE-2026-13149	high	brace-expansion: DoS via exponential-time expansion of consecutive non-expanding {} groups		
b39820fee4ab9bdf	npm-audit	js-yaml	GHSA-5P4M-2WFM-XMQJ	high	JS-YAML: Quadratic CPU consumption in !!omap resolution (3.x and 4.x) — CVE-2026-59870 fix not backported		
b39820fee4ab9bdf	osv-scanner	js-yaml	GHSA-5P4M-2WFM-XMQJ	high	JS-YAML: Quadratic CPU consumption in !!omap resolution (3.x and 4.x) — CVE-2026-59870 fix not backported		
b40215049a9251c3	npm-audit	handlebars	GHSA-2W6W-674Q-4C4Q	critical	Handlebars.js has JavaScript Injection via AST Type Confusion		
b5a1856a5c0604f4	osv-scanner	shelljs	CVE-2022-0144	high	Improper Privilege Management in shelljs		
b6bb8994ea4f20c3	osv-scanner	ini	CVE-2020-7788	high	ini before 1.3.6 vulnerable to Prototype Pollution via ini.parse		
b74fe159bc787242	npm-audit	randomatic	GHSA-6G33-F262-XJP4	moderate	Cryptographically Weak PRNG in randomatic		
b81ea7a96c948d03	osv-scanner	ws	CVE-2026-48779	high	ws: Memory exhaustion DoS from tiny fragments and data chunks		
ba1258437e117109	npm-audit	async	GHSA-FWR7-V2MV-HH25	high	Prototype Pollution in async		
baa97c20a4d494f1	npm-audit	ajv	GHSA-2G4F-4PWH-QVX6	moderate	ajv has ReDoS when using `$data` option		
bb1137754f3ba3a8	npm-audit	qs	GHSA-GQGV-6JQ5-JJJ9	high	Prototype Pollution Protection Bypass in qs		
bb1137754f3ba3a8	npm-audit	qs	GHSA-GQGV-6JQ5-JJJ9	high	Prototype Pollution Protection Bypass in qs		
bb5243ba770c15a1	osv-scanner	handlebars	CVE-2026-33916	moderate	Handlebars.js has Prototype Pollution Leading to XSS through Partial Template Injection		
bbb61507ed0a1214	osv-scanner	handlebars	CVE-2026-33941	high	Handlebars.js has JavaScript Injection in CLI Precompiler via Unescaped Names and Options		
bbff71a5eda13373	osv-scanner	form-data	CVE-2026-12143	high	form-data: CRLF injection in form-data via unescaped multipart field names and filenames		
bc29d7b1640fc062	osv-scanner	path-parse	CVE-2021-23343	moderate	Regular Expression Denial of Service in path-parse		
bc8464b1b00a2e9d	npm-audit	handlebars	GHSA-XJPJ-3MR7-GCPF	high	Handlebars.js has JavaScript Injection in CLI Precompiler via Unescaped Names and Options		
bd4178a53e9786e3	npm-audit	dot-prop	GHSA-FF7X-QRG7-QGGM	high	dot-prop Prototype Pollution vulnerability		
bdfd3d449692c211	npm-audit	diff	GHSA-73RR-HH4G-FPGX	low	jsdiff has a Denial of Service vulnerability in parsePatch and applyPatch		
beac8401dba0b579	npm-audit	lodash	GHSA-P6MC-M468-83GW	high	Prototype Pollution in lodash		
bf0d212826ec1073	npm-audit	extend	GHSA-QRMC-FJ45-QFC2	moderate	Prototype Pollution in extend		
bf13172bc6c29516	osv-scanner	handlebars	CVE-2021-23369	critical	Remote code execution in handlebars when compiling templates		
bf17b3371fd1bab8	npm-audit	handlebars	GHSA-F2JV-R9RF-7988	critical	Remote code execution in handlebars when compiling templates		
bf84129d6e28537a	osv-scanner	lodash	CVE-2020-8203	high	Prototype Pollution in lodash		
c083baef6101f949	npm-audit	chownr	GHSA-C6RQ-RJC2-86V2	low	Time-of-check Time-of-use (TOCTOU) Race Condition in chownr		
c3914f8028f3159c	npm-audit	tar	GHSA-R628-MHMH-QJHW	high	Arbitrary File Creation/Overwrite via insufficient symlink protection due to directory cache poisoning		
c42d60d334eeea8f	osv-scanner	tar	CVE-2026-23745	high	node-tar is Vulnerable to Arbitrary File Overwrite and Symlink Poisoning via Insufficient Path Sanitization		
c4b8a83962df2d97	npm-audit	tar	GHSA-34X7-HFP2-RC4V	high	node-tar Vulnerable to Arbitrary File Creation/Overwrite via Hardlink Path Traversal		
c4e4370858a92858	npm-audit	handlebars	GHSA-F52G-6JHX-586P	moderate	Denial of Service in handlebars		
c4e4370858a92858	osv-scanner	handlebars	GHSA-F52G-6JHX-586P	moderate	Denial of Service in handlebars		
c74e8f16126260c2	osv-scanner	qs	CVE-2022-24999	high	qs vulnerable to Prototype Pollution		
c8a106f52aed5518	osv-scanner	path-to-regexp	CVE-2024-45296	high	path-to-regexp vulnerable to Regular Expression Denial of Service via multiple route parameters		
c9bee8c964629040	npm-audit	fsevents	GHSA-8R6J-V8PM-FQW3	critical	Code injection in fsevents		
c9e7cb1f4002d5ab	npm-audit	form-data	GHSA-FJXV-7RQG-78G4	critical	form-data uses unsafe random function in form-data for choosing boundary		
ca976e9578affb00	npm-audit	lodash	GHSA-R5FR-RJXR-66JC	high	lodash vulnerable to Code Injection via `_.template` imports key names		
cb428d316c7c6f5a	npm-audit	adm-zip	GHSA-XCPC-8H2W-3J85	high	adm-zip: Crafted ZIP file triggers 4GB memory allocation		
cbb4861139880352	npm-audit	tar	GHSA-VMF3-W455-68VH	moderate	node-tar applies PAX size override to intermediary GNU long-name/long-link headers, causing tar parser interpretation differential (file smuggling)		
cc73340ff293201e	npm-audit	handlebars	GHSA-3CQR-58RM-57F8	high	Arbitrary Code Execution in Handlebars		
cf2acc6072532550	osv-scanner	swig	CVE-2023-25345	high	Arbitrary local file read vulnerability during template rendering 		
cf63c75614d15f3d	npm-audit	ansi-regex	GHSA-93Q8-GQ69-WQMW	high	Inefficient Regular Expression Complexity in chalk/ansi-regex		
d0e2118062e5ad48	npm-audit	minimatch	GHSA-23C5-XMQV-RM74	high	minimatch ReDoS: nested *() extglobs generate catastrophically backtracking regular expressions		
d1b96f0ddcb7f069	npm-audit	minimatch	GHSA-HXM2-R34F-QMC5	high	Regular Expression Denial of Service in minimatch		
d2a56d152e76b646	osv-scanner	tough-cookie	CVE-2016-1000232	moderate	ReDoS via long string of semicolons in tough-cookie		
d3d4429482c75c24	osv-scanner	moment	CVE-2022-31129	high	Moment.js vulnerable to Inefficient Regular Expression Complexity		
d4daab2a17bc0610	osv-scanner	is-my-json-valid	CVE-2018-1107	moderate	Regular expression deinal of service (ReDoS) in is-my-json-valid		
d578196471f00ac9	osv-scanner	tar	CVE-2021-37713	high	Arbitrary File Creation/Overwrite on Windows via insufficient relative path sanitization		
d59bf77048683aff	osv-scanner	lodash	CVE-2019-1010266	moderate	Regular Expression Denial of Service (ReDoS) in lodash		
d70d3f04ecd27d06	osv-scanner	set-value	CVE-2019-10747	critical	Prototype Pollution in set-value		
d70dfd4546a8fc25	osv-scanner	marked	CVE-2017-16114	high	Regular Expression Denial of Service in marked		
d796d766355889e5	osv-scanner	handlebars	CVE-2019-19919	critical	Prototype Pollution in handlebars		
d8a7bdb1457dc221	npm-audit	tunnel-agent	GHSA-XC7V-WXCW-J472	moderate	Memory Exposure in tunnel-agent		
d8a7bdb1457dc221	osv-scanner	tunnel-agent	GHSA-XC7V-WXCW-J472	moderate	Memory Exposure in tunnel-agent		
d9b011d28c76f99b	npm-audit	grunt	GHSA-M5PJ-VJJF-4M3H	high	Arbitrary Code Execution in grunt		
d9c12ab58984d37a	npm-audit	path-to-regexp	GHSA-9WV6-86V2-598J	high	path-to-regexp outputs backtracking regular expressions		
da1a7a4a1a9958df	osv-scanner	micromatch	CVE-2024-4067	moderate	Regular Expression Denial of Service (ReDoS) in micromatch		
dc22e382910d1c83	npm-audit	hoek	GHSA-C429-5P7V-VGJP	high	hoek subject to prototype pollution via the clone function.		
dd1f66af7a6e7ead	npm-audit	shelljs	GHSA-64G7-MVW6-V9QJ	moderate	Improper Privilege Management in shelljs		
dd1f66af7a6e7ead	osv-scanner	shelljs	GHSA-64G7-MVW6-V9QJ	moderate	Improper Privilege Management in shelljs		
de24f7c1b8eeac06	osv-scanner	lodash	CVE-2019-10744	critical	Prototype Pollution in lodash		
deeba609c324341c	osv-scanner	grunt	CVE-2022-1537	high	Race Condition in Grunt		
e0260e56f4147084	npm-audit	npm	GHSA-PH34-PC88-72GC	high	Incorrect Permission Assignment for Critical Resource in NPM		
e1b4927db1a0aa24	osv-scanner	ansi-regex	CVE-2021-3807	high	Inefficient Regular Expression Complexity in chalk/ansi-regex		
e257f3ee3a14adcc	osv-scanner	tar	CVE-2021-32803	high	Arbitrary File Creation/Overwrite via insufficient symlink protection due to directory cache poisoning		
e38346b7076bfe9c	npm-audit	tar	GHSA-QQ89-HQ3F-393P	high	Arbitrary File Creation/Overwrite via insufficient symlink protection due to directory cache poisoning using symbolic links		
e468437776ad8f02	osv-scanner	handlebars	CVE-2019-20920	high	Arbitrary Code Execution in Handlebars		
e71df1f4797a4ed7	npm-audit	lodash	GHSA-29MW-WPGM-HMR9	moderate	Regular Expression Denial of Service (ReDoS) in lodash		
ea46223e454a13b5	osv-scanner	bson	CVE-2020-7610	critical	Deserialization of Untrusted Data in bson		
eaae5f5ab290e898	osv-scanner	websocket-driver	CVE-2026-54466	critical	websocket-driver: Message corruption via abuse of protocol length headers		
ec0229264ce37449	osv-scanner	json-schema	CVE-2021-3918	critical	json-schema is vulnerable to Prototype Pollution		
ecf8ad7618fa6b1b	npm-audit	tar	GHSA-5955-9WPR-37JH	high	Arbitrary File Creation/Overwrite on Windows via insufficient relative path sanitization		
eebaf72e24461847	npm-audit	tar	GHSA-R6Q2-HW4H-H46W	high	Race Condition in node-tar Path Reservations via Unicode Ligature Collisions on macOS APFS		
eed9c417453284e4	osv-scanner	brace-expansion	CVE-2026-14257	high	brace-expansion: DoS via unbounded expansion length causing an out-of-memory process crash		
ef6b6c7bd66d7684	osv-scanner	mime	CVE-2017-16138	high	mime Regular Expression Denial of Service when MIME lookup performed on untrusted user input		
efbaf98dc0bdd53a	npm-audit	yargs-parser	GHSA-P9PC-299P-VXGP	moderate	yargs-parser Vulnerable to Prototype Pollution		
f0006391416ff212	npm-audit	grunt	GHSA-RM36-94G8-835R	high	Race Condition in Grunt		
f0157acc8ad7e112	osv-scanner	request	CVE-2023-28155	moderate	Server-Side Request Forgery in Request		
f0f1d1b053d76dde	osv-scanner	decode-uri-component	CVE-2022-38900	high	decode-uri-component vulnerable to Denial of Service (DoS)		
f0fc7607f3655060	osv-scanner	fsevents	CVE-2023-45311	critical	Code injection in fsevents		
f1387df76a155179	osv-scanner	tar	CVE-2021-37701	high	Arbitrary File Creation/Overwrite via insufficient symlink protection due to directory cache poisoning using symbolic links		
f1477f2b4665f73f	osv-scanner	bl	CVE-2020-8244	moderate	Remote Memory Exposure in bl		
f7a6ae7dd05af8a8	npm-audit	express	GHSA-QW6H-VGH9-J6WX	low	express vulnerable to XSS via response.redirect()		
f7c1aef8cb73aff2	osv-scanner	hawk	CVE-2022-29167	high	Uncontrolled Resource Consumption in Hawk		
f7eafc891215d221	osv-scanner	serve-static	CVE-2024-43800	low	serve-static vulnerable to template injection that can lead to XSS		
f8b8fda292a63fc3	osv-scanner	npm	CVE-2020-15095	moderate	npm CLI exposing sensitive information through logs		
f922e572b03eb772	osv-scanner	tar	CVE-2021-32804	high	Arbitrary File Creation/Overwrite due to insufficient absolute path sanitization		
f938afebcd6f2066	npm-audit	xml2js	GHSA-776F-QX25-Q3CC	moderate	xml2js is vulnerable to prototype pollution		
f9ab01211fdfbc21	osv-scanner	ajv	CVE-2020-15366	moderate	Prototype Pollution in Ajv		
f9e73723d4f70eb3	osv-scanner	tar	CVE-2021-37712	high	Arbitrary File Creation/Overwrite via insufficient symlink protection due to directory cache poisoning using symbolic links		
fb2880032711d6cf	npm-audit	swig	GHSA-2RQ5-699J-X7P6	high	Arbitrary local file read vulnerability during template rendering 		
fc19d820e0e253af	osv-scanner	grunt	CVE-2022-0436	moderate	Path Traversal in Grunt		
fc52662cf43edda0	npm-audit	hosted-git-info	GHSA-43F8-2H32-F4CJ	moderate	Regular Expression Denial of Service in hosted-git-info		
fd1691622165789a	osv-scanner	websocket-driver	CVE-2026-54490	moderate	websocket-driver: Resource limit bypass via message compression		
fdedcc3643fb8c6c	npm-audit	marked	GHSA-P9WX-2529-FP83	moderate	Marked allows Regular Expression Denial of Service (ReDoS) attacks		
fe9be9ae68434cb5	npm-audit	fsevents	GHSA-XV2F-5JW4-V95M	critical	Malware in fsevents		
fe9be9ae68434cb5	osv-scanner	fsevents	GHSA-XV2F-5JW4-V95M	info	Malicious code in fsevents (npm)		
fecc190c29d0cdef	osv-scanner	minimatch	CVE-2026-26996	high	minimatch has a ReDoS via repeated wildcards with non-matching literal in pattern		
fecc437bddf2e9a8	npm-audit	uuid	GHSA-W5HQ-G745-H8PQ	moderate	uuid: Missing buffer bounds check in v3/v5/v6 when buf is provided		
ff1e20f174f73e21	npm-audit	is-my-json-valid	GHSA-4HPF-3WQ7-5RPR	moderate	Regular expression deinal of service (ReDoS) in is-my-json-valid		
fff5bce689ef200b	npm-audit	lodash	GHSA-JF85-CPCP-J695	critical	Prototype Pollution in lodash		
